label,T1R1SC1,T1R1SC2,T1R1SC3,T1R1SC4,T1R1SC5,T1R1SC6,T1R1SC7,T1R1SC8,T1R1SC9,T1R1SC10,T1R1SC11,T1R1SC12,T1R1SC13,T1R1SC14,T1R1SC15,T1R1SC16,T1R1SC17,T1R1SC18,T1R1SC19,T1R1SC20,T1R1SC21,T1R1SC22,T1R1SC23,T1R1SC24,T1R1SC25,T1R1SC26,T1R1SC27,T1R1SC28,T1R1SC29,T1R1SC30,T1R2SC1,T1R2SC2,T1R2SC3,T1R2SC4,T1R2SC5,T1R2SC6,T1R2SC7,T1R2SC8,T1R2SC9,T1R2SC10,T1R2SC11,T1R2SC12,T1R2SC13,T1R2SC14,T1R2SC15,T1R2SC16,T1R2SC17,T1R2SC18,T1R2SC19,T1R2SC20,T1R2SC21,T1R2SC22,T1R2SC23,T1R2SC24,T1R2SC25,T1R2SC26,T1R2SC27,T1R2SC28,T1R2SC29,T1R2SC30,T1R3SC1,T1R3SC2,T1R3SC3,T1R3SC4,T1R3SC5,T1R3SC6,T1R3SC7,T1R3SC8,T1R3SC9,T1R3SC10,T1R3SC11,T1R3SC12,T1R3SC13,T1R3SC14,T1R3SC15,T1R3SC16,T1R3SC17,T1R3SC18,T1R3SC19,T1R3SC20,T1R3SC21,T1R3SC22,T1R3SC23,T1R3SC24,T1R3SC25,T1R3SC26,T1R3SC27,T1R3SC28,T1R3SC29,T1R3SC30,T2R1SC1,T2R1SC2,T2R1SC3,T2R1SC4,T2R1SC5,T2R1SC6,T2R1SC7,T2R1SC8,T2R1SC9,T2R1SC10,T2R1SC11,T2R1SC12,T2R1SC13,T2R1SC14,T2R1SC15,T2R1SC16,T2R1SC17,T2R1SC18,T2R1SC19,T2R1SC20,T2R1SC21,T2R1SC22,T2R1SC23,T2R1SC24,T2R1SC25,T2R1SC26,T2R1SC27,T2R1SC28,T2R1SC29,T2R1SC30,T2R2SC1,T2R2SC2,T2R2SC3,T2R2SC4,T2R2SC5,T2R2SC6,T2R2SC7,T2R2SC8,T2R2SC9,T2R2SC10,T2R2SC11,T2R2SC12,T2R2SC13,T2R2SC14,T2R2SC15,T2R2SC16,T2R2SC17,T2R2SC18,T2R2SC19,T2R2SC20,T2R2SC21,T2R2SC22,T2R2SC23,T2R2SC24,T2R2SC25,T2R2SC26,T2R2SC27,T2R2SC28,T2R2SC29,T2R2SC30,T2R3SC1,T2R3SC2,T2R3SC3,T2R3SC4,T2R3SC5,T2R3SC6,T2R3SC7,T2R3SC8,T2R3SC9,T2R3SC10,T2R3SC11,T2R3SC12,T2R3SC13,T2R3SC14,T2R3SC15,T2R3SC16,T2R3SC17,T2R3SC18,T2R3SC19,T2R3SC20,T2R3SC21,T2R3SC22,T2R3SC23,T2R3SC24,T2R3SC25,T2R3SC26,T2R3SC27,T2R3SC28,T2R3SC29,T2R3SC30
I1,-6-19j,-23+20j,14+28j,28-2j,5-27j,-30-11j,-23+18j,-4+18j,14+10j,23-9j,12-24j,-8-23j,-23-1j,-16+22j,-5+30j,16+22j,16-6j,6-17j,-8-16j,-14-7j,-6+5j,2+14j,9+10j,11+6j,3-6j,-12-9j,-15+9j,-4+11j,8+4j,4-9j,6-15j,-18-6j,-12+10j,6+19j,33-1j,14-35j,-19-29j,-30+4j,-12+32j,15+34j,32+11j,27-20j,-3-46j,-44-30j,-50-13j,-35+36j,19+51j,58+16j,46-29j,-1-47j,-41-28j,-54+17j,-22+57j,41+52j,65-27j,-10-72j,-55-12j,-22+42j,44+25j,38-25j,-10+3j,11+8j,8-9j,-1-9j,-5-6j,-5+1j,-1+4j,3+11j,10+6j,8-4j,9,-9-9j,-17-3j,-13+14j,-4+15j,16+13j,27-3j,13-25j,-12-21j,-26+0j,-21+19j,4+28j,28+14j,32-25j,-9-41j,-40+3j,-4+31j,27+15j,18-28j,-15-22j,-26+0j,12+28j,26-4j,10-33j,-35-13j,-20+30j,10+26j,29+4j,20-23j,-4-21j,-16-21j,-30+3j,-18+24j,11+30j,20+21j,27+1j,26-27j,-7-30j,-27-18j,-31+9j,-11+30j,18+35j,40+9j,31-37j,-27-51j,-52+6j,-8+44j,34+24j,27-35j,-18-36j,15-27j,-26-10j,-24+27j,23+38j,49-10j,9-45j,-33-26j,-42+10j,-14+35j,16+35j,32+13j,39-23j,-1-44j,-30-31j,-44-17j,-49+34j,11+50j,38+19j,36-7j,16-40j,-25-31j,-30-1j,-28+20j,10+44j,39-1j,9-26j,-11-26j,-25+8j,9+21j,15+7j,5+4j,1-10j,-10+2j,-4+9j,13+6j,11-14j,-6-11j,-15+1j,-10+12j,4+14j,10+11j,18-4j,7-13j,-10-20j,-20-11j,-19+13j,-5+11j,5+14j,18+7j,10-12j,1-12j,-5-16j,-20-1j,-9+16j,7+21j,23+4j,4-23j,-12-11j,-16+10j,2+20j
I1,-5-21j,-24+16j,3+36j,29+13j,15-23j,-27-28j,-34-3j,-19+21j,4+22j,25+6j,31-8j,11-21j,-14-18j,-32+1j,-32+14j,-13+25j,9+13j,22-6j,15-15j,1-13j,-10-7j,-16+4j,-16+13j,-6+15j,6+3j,5-14j,-7-20j,-13-8j,-5+12j,8+11j,-18-10j,-12+19j,8+18j,25-4j,9-36j,-32-27j,-37+9j,-10+26j,21+27j,41+11j,35-19j,7-39j,-39-40j,-59-1j,-54+21j,-15+54j,43+39j,61-10j,37-48j,-10-51j,-51-20j,-56+27j,-21+64j,46+52j,74-28j,-1-81j,-55-25j,-36+41j,42+37j,51-16j,1+13j,9-6j,-5-14j,-12-7j,-11+1j,2+9j,11+7j,10-4j,10-9j,4-9j,-9-7j,-16-3j,-20+10j,-3+19j,8+17j,24+4j,25-18j,3-26j,-19-17j,-28+4j,-17+26j,9+30j,33+9j,33-29j,-9-48j,-42-5j,-8+33j,28+22j,25-27j,-10-31j,-23-2j,4+22j,24+2j,21-27j,-32-27j,-35+13j,-2+33j,21+28j,26-4j,12-22j,2-24j,-19-22j,-35+2j,-18+24j,-12+29j,13+33j,36+5j,26-20j,5-32j,-18-30j,-38-9j,-31+20j,1,35+32j,54-26j,-5-53j,-40-16j,-34+26j,26+40j,41-4j,-29-18j,-10+28j,22+28j,44-12j,5-48j,-35-17j,-40+7j,-10+37j,25+28j,30+11j,35-16j,9-46j,-30-36j,-38-4j,-43+7j,-22+50j,32+39j,37+3j,30-18j,3-41j,-31-23j,-27+4j,-26+16j,7+46j,40-1j,12-23j,-5-25j,-28-1j,5+20j,10+7j,-2+3j,-4-2j,1+9j,8+6j,10-12j,13,-21-2j,-11+7j,2+10j,13+10j,15-2j,8-13j,-4-16j,-15-12j,-21-4j,-13+14j,5,11+14j,18+1j,9-13j,1-12j,-7-14j,-25+1j,-7+18j,6+21j,25+4j,8-21j,-10-13j,-18+1j,-7+21j
I1,13-22j,-32-6j,-22+27j,19+36j,33-8j,-3-34j,-32-15j,-25+11j,-5+25j,18+20j,26+2j,19-14j,-3-26j,-27-8j,-29-1j,-18+20j,11+17j,24+0j,18-10j,4-16j,-6-10j,-14+4j,-14+10j,-7+18j,8+5j,7-15j,-5-19j,-16-3j,-8+11j,7+6j,14-2j,-5-21j,-19-7j,-14+16j,25+27j,42-7j,17-32j,-15-26j,-34+1j,-29+29j,-4+42j,33+26j,45-22j,25-57j,63,-50-32j,-56+30j,-8+62j,38+47j,52-3j,28-49j,-18-59j,-64-25j,-55+45j,29+76j,79-4j,19-64j,-46-26j,-34+46j,20+46j,5-11j,-13+0j,-7+13j,12+13j,13+3j,4-5j,-3-5j,-7-3j,-9+2j,-6+7j,1,14+10j,19-6j,15-16j,3-23j,-22-14j,-28+7j,-8+23j,16+22j,27-1j,20-26j,-3-29j,-33-14j,-32+28j,11+47j,42+1j,9-38j,-31-14j,-23+29j,11+26j,-15-23j,-9+23j,15+22j,32-4j,-3-38j,-35-6j,-22+20j,2+29j,26+16j,24-9j,11-19j,-10-26j,-32-10j,-26+15j,-24+20j,2+35j,34+20j,32-13j,14-27j,-11-32j,-35-13j,-36+18j,-6+41j,37+35j,55-23j,-5-58j,-46-16j,-28+32j,29+33j,37-13j,27-1j,-9-32j,-32-6j,-18+41j,37+33j,40-16j,9-37j,-27-30j,-34+4j,-19+26j,-2+39j,35+31j,41-13j,19-37j,41,-37-35j,-49+18j,-10+35j,12+35j,40+12j,26-24j,29,-18-29j,-41+9j,9,18+13j,22-8j,-3-27j,-20+5j,-9+13j,-9+1j,9+5j,9-5j,-1-7j,-12+0j,-5+15j,9+10j,13-1j,9-9j,-2-11j,-13-4j,-15+10j,-5+16j,10+17j,13+10j,18-7j,4-16j,-5-16j,-18-4j,-10+12j,-4+13j,4+16j,21+0j,12-16j,-5-20j,-30-5j,-10+22j,12+12j,18-7j,-2-21j
I1,24+14j,-5-30j,-27-3j,-18+34j,27+31j,33-21j,33,-26-13j,-27+13j,-5+26j,16+20j,28+2j,21-26j,-10-28j,-19-21j,-28+6j,-10+28j,17+16j,16+2j,8-13j,2-16j,-13-11j,-10+3j,-7+15j,10+13j,15-4j,16,-11-4j,-11+14j,6+16j,-19+14j,8+14j,19-6j,26,-37-14j,-25+25j,15+34j,34+12j,28-20j,4-38j,-30-29j,-45+8j,-22+44j,24+47j,47+34j,57-26j,11-61j,-40-42j,-60+11j,-27+51j,24+56j,56+14j,49-43j,-17-74j,-81-8j,-27+73j,50+36j,49-29j,-29-48j,-50+1j,17+8j,-6-12j,-10-1j,-6+14j,10+14j,10-4j,6-11j,-1-8j,-8-3j,-9+1j,-9+9j,4+15j,15+4j,18-8j,15-18j,-10-25j,-24-5j,-19+15j,1+30j,22+16j,30-10j,8-29j,-20-30j,-41+7j,-7+46j,41+17j,21-30j,-16-27j,-28+21j,5+31j,10-13j,-22-8j,-6+25j,23+23j,33-18j,-15-34j,-30-4j,-20+23j,5+29j,20+10j,26-5j,10-20j,-9-27j,-28-11j,-37+5j,-16+34j,14+34j,35+10j,33-16j,4-35j,-22-27j,-38-5j,-26+34j,19+41j,54+1j,19-52j,-35-30j,-38+24j,15+40j,41+2j,-29+18j,27+21j,32-14j,-4-38j,-44-9j,-29+38j,23+36j,34+6j,27-20j,1-41j,-27-25j,-41+4j,-23+36j,16+46j,36+34j,46-9j,19-40j,-21-40j,-37-3j,-27+24j,-1+34j,29+23j,31-11j,12-35j,-30-23j,-27+19j,4+24j,16+9j,7-20j,-10-20j,2-1j,1+3j,11+1j,9-4j,-2-10j,-15+7j,0,8+10j,16-2j,3-12j,-4-13j,-15-3j,-13+6j,8,6+20j,20+7j,18-11j,1-21j,-8-14j,-16+0j,-11+13j,1+14j,15+12j,20-12j,1-24j,-21-11j,-16+13j,9+24j,17-2j,2-21j
I1,22+11j,4-28j,-26-3j,-22+28j,28+27j,32-13j,-4-37j,-29-11j,-29+13j,-6+25j,16+25j,30-2j,15-30j,-16-29j,-25-15j,-28+17j,1+28j,17+15j,19-9j,2-13j,-8-13j,-17-4j,-11+12j,1+19j,18+4j,14-13j,-12-14j,-17+4j,-1+20j,16+7j,-19+7j,11+20j,22-4j,1-30j,-32-20j,-28+28j,13+32j,30+8j,24-26j,-3-41j,-38-20j,-42+15j,-12+45j,36+40j,54+23j,47-37j,-6-63j,-57-27j,-49+26j,-7+59j,44+40j,57-12j,19-60j,-49-55j,-74+30j,16+75j,60+1j,16-55j,-51-21j,-36+34j,-6+12j,15+2j,2-8j,-11-11j,-11+8j,-2+14j,12+2j,6-4j,2-12j,-4-13j,-16-4j,-13+7j,5,14+14j,21+9j,17-15j,25,-25-14j,-23+10j,-9+27j,20+22j,29-5j,12-31j,-26-30j,-40+16j,10+45j,35-3j,7-33j,-34-8j,-19+24j,12-20j,-22-6j,-10+20j,27+18j,30-20j,-9-35j,-35-2j,-21+21j,9+26j,20+12j,23-8j,5-27j,-16-26j,-34-8j,-31+10j,-12+29j,21+30j,32+0j,18-23j,-11-40j,-34-17j,-36+12j,-8+45j,35+33j,53-26j,-6-57j,-45-6j,-16+38j,39+23j,33-24j,-28+7j,24+26j,31-14j,4-41j,-43-15j,-25+37j,18+36j,32+4j,26-24j,-5-37j,-30-20j,-38+7j,-16+37j,24+34j,44+19j,40-24j,7-44j,-36-28j,-41+12j,-15+26j,13+28j,35+4j,23-19j,-10-34j,-32-5j,-10+29j,18+19j,22-4j,-1-17j,-18-11j,6-6j,-4-2j,-2+6j,13+9j,13-6j,-2-13j,-16-3j,-11+7j,4+14j,10+5j,11-6j,4-19j,-10-15j,-16-2j,-13+8j,-1+15j,14+13j,16-5j,3-15j,-4-21j,-16-7j,-13+7j,-5+21j,15+15j,25-9j,2-22j,-19-6j,-10+20j,18+16j,18-12j
I1,20-16j,-18-20j,-30+18j,4+45j,44+4j,22-33j,-19-25j,-26+0j,-19+19j,-1+30j,25+19j,30-9j,12-36j,-22-25j,-27-13j,-28+21j,-1+30j,20+18j,21-1j,8-15j,-4-17j,-14-9j,-13+3j,-4+20j,12+13j,20-4j,3-18j,-11-8j,-12+14j,7+16j,10-16j,-20-6j,-7+18j,19+19j,34-2j,7-35j,-29-25j,-37+8j,-14+34j,18+34j,39+6j,36-25j,3-48j,-38-34j,-52-15j,-46+36j,5+59j,48+27j,53-22j,17-56j,-32-50j,-57-6j,-45+51j,21+71j,81+8j,25-73j,-54-39j,-53+32j,25+51j,48+1j,7+7j,10-10j,-12-11j,-20+6j,-1+14j,11+10j,10+1j,9-5j,1-12j,-13-9j,-14+4j,-9+11j,5+15j,13+10j,20+5j,14-13j,-2-23j,-21-10j,-26+9j,-11+25j,15+25j,29+4j,27-26j,-10-36j,-45-6j,-13+45j,34+23j,31-18j,-20-29j,-29+5j,-4-24j,-26+7j,7+24j,29+2j,18-33j,-28-23j,-25+11j,-10+26j,13+20j,27+5j,21-13j,3-31j,-20-26j,-30-1j,-35+13j,-8+35j,20+29j,35+7j,25-21j,-4-35j,-26-25j,-40+0j,-27+40j,21+48j,58-1j,20-52j,-37-32j,-38+23j,15+42j,43+7j,9-25j,-27+2j,-14+31j,26+30j,40-15j,3-44j,-38-20j,-32+12j,-13+30j,13+31j,34+9j,32-12j,12-40j,-28-36j,-40-19j,-41+20j,-7+40j,27+29j,40-6j,23-26j,-4-31j,-29-16j,-27+13j,-7+31j,26+24j,29-18j,-2-24j,-16-12j,-13+19j,5+17j,4-7j,-6-6j,2+7j,9+2j,9-9j,-10-11j,-8+6j,-7+10j,6+10j,13+5j,9-7j,4-18j,-10-13j,-18+4j,-17+8j,-2+20j,13+14j,16+0j,8-12j,-3-19j,-14-10j,-14+0j,-15+14j,7+23j,28+1j,11-21j,-16-19j,-24+9j,5+21j,21+7j
I1,13-26j,-28-10j,-14+29j,25+31j,41-22j,-7-35j,-37-7j,-21+21j,6+30j,24+20j,27-11j,10-28j,-22-30j,-34-1j,-28+17j,2+34j,25+11j,21-8j,3-18j,-15-13j,-20-1j,-12+10j,3+13j,20+8j,21-15j,-2-19j,-15-3j,-4+16j,18+13j,18-5j,17-4j,-9-21j,-19+6j,-5+31j,31+24j,32-18j,-7-34j,-32-18j,-30+13j,-5+36j,25+31j,47+0j,29-39j,-17-49j,-40-36j,-60+15j,-26+58j,32+48j,57-3j,33-48j,-15-55j,-54-23j,-51+39j,10+74j,76+18j,34-65j,-48-42j,-48+29j,26+48j,47+2j,-4+15j,16+4j,5-15j,-13-16j,-17+10j,-1+13j,13+4j,10-1j,4-9j,-6-15j,-11-6j,-16+3j,-4+15j,11+19j,18+12j,21-7j,12-20j,-15-22j,-27-2j,-18+20j,7+26j,28+12j,30-18j,-5-37j,-42-6j,-18+39j,29+25j,25-17j,-23-26j,-31+5j,-16-20j,-13+24j,22+17j,26-23j,-10-34j,-37+2j,-15+27j,15+21j,24+4j,23-17j,-2-27j,-23-20j,-27+5j,-16+32j,-6+34j,26+25j,37-10j,20-30j,-15-34j,-31-13j,-31+16j,-6+39j,29+33j,48-11j,11-55j,-48-27j,-39+38j,17+39j,44-15j,8-39j,22-6j,-15-28j,-32+9j,-9+35j,38+23j,34-28j,-14-38j,-30-13j,-31+13j,-8+34j,21+28j,32+5j,35-26j,-2-45j,-30-37j,-40+4j,-31+29j,15+40j,37+9j,26-20j,9-30j,-24-28j,-34+8j,-10+31j,20+29j,34-15j,-3-20j,-16-10j,-14+14j,7+21j,9+2j,-5-7j,-6+4j,6+14j,12-4j,1-15j,-9-5j,-10+6j,-2+12j,7+11j,13+0j,12-10j,-8-19j,-21-7j,-16+0j,-14+13j,9+24j,16+4j,14-9j,6-15j,-12-15j,-16-1j,-13+11j,4+21j,27+5j,11-20j,-11-23j,-21+6j,4+23j,19+5j
I1,-27-3j,6+24j,31+8j,25-30j,-27-34j,-38+15j,-3+36j,20+26j,28-2j,18-23j,33,-28-18j,-32+7j,-7+34j,5+35j,29+17j,24-12j,3-26j,-15-16j,-19-7j,-14+9j,3+18j,11+16j,16-2j,8-14j,-14-14j,-17+8j,-2+17j,15+6j,15-9j,-13+13j,17+20j,19-9j,30,-36-13j,-30+27j,4+35j,29+14j,34-14j,12-37j,-21-37j,-40-11j,-38+36j,-5+54j,22+53j,57+15j,47-39j,-5-60j,-44-38j,-53+15j,-26+51j,19+54j,62+18j,56-44j,-23-75j,-74+0j,-21+56j,42+32j,39-38j,-15-50j,-16+0j,1+11j,16+2j,12-17j,-11-15j,-14+3j,-4+9j,4+13j,9+7j,12-2j,10-14j,-3-14j,-17-14j,-17+0j,-18+11j,-2+23j,17+21j,25-2j,17-18j,-9-28j,-27-15j,-25+8j,-9+33j,24+30j,43-12j,-1-41j,-32-8j,-16+27j,26+22j,31-12j,-6+24j,27+4j,17-20j,-24-27j,-32+18j,9+34j,27+7j,24-16j,-1-29j,-14-16j,-26-5j,-27+16j,-5+33j,18+22j,27+14j,34-13j,10-35j,-13-32j,-31-8j,-35+15j,-9+34j,18+36j,41+3j,37-35j,-19-55j,-55-1j,-18+44j,28+31j,38-24j,-2-40j,-22+16j,23+13j,23-19j,-2-34j,-41-13j,-29+31j,9+39j,30+15j,34-10j,13-33j,-10-34j,-32-16j,-36+19j,-12+43j,6+44j,41+21j,44-21j,6-39j,-20-34j,-32-4j,-25+22j,0,20+26j,35-4j,9-35j,-22-18j,-23+9j,-2+22j,21+2j,13-14j,7+3j,7-5j,1-6j,-11+3j,4+12j,16-2j,3-14j,-7-11j,-15-2j,-10+9j,-2+16j,10+15j,18+4j,11-14j,5-20j,-10-17j,-19-2j,-14+8j,-2+18j,6+15j,15+2j,14-9j,-1-22j,-16-15j,-23+5j,-5+25j,21+11j,17-11j,-7-18j,-18-1j
I1,-13+31j,35+6j,9-30j,-29-27j,-39+29j,8+42j,32+13j,28-28j,-2-32j,-28-21j,-31+5j,-17+30j,17+35j,33+6j,31-10j,9-32j,-22-26j,-29+2j,-12+19j,8+20j,16+8j,17-5j,4-14j,-12-17j,-28+3j,-11+21j,17+10j,14-12j,-8-22j,-19-8j,14-12j,-16-15j,-19+7j,-2+30j,31+17j,27-26j,-14-40j,-28-13j,-32+14j,-6+34j,25+32j,45+3j,31-35j,-9-51j,-34-46j,-64+3j,-33+51j,21+52j,52+13j,46-33j,8-56j,-39-40j,-63+13j,-25+68j,60+49j,61-42j,-19-55j,-55-3j,-6+53j,40+30j,3-20j,-21+2j,-2+15j,15+13j,14-14j,-3-19j,-14-13j,-10+9j,-6+11j,8+12j,14+8j,16-6j,4-16j,-7-20j,-15-19j,-27+3j,-10+22j,12+21j,24+6j,22-15j,5-27j,-20-20j,-34+4j,-13+36j,36+25j,36-29j,-14-31j,-31+2j,4+33j,29+15j,18+11j,14-22j,-22-10j,-21+23j,12+39j,40+1j,16-34j,-17-21j,-27-3j,-23+22j,-3+25j,21+21j,27-1j,23-25j,12-35j,-26-26j,-34+2j,-28+25j,2+35j,24+24j,34-1j,24-33j,-15-43j,-47-12j,-35+43j,27+54j,46-8j,7-43j,-43-16j,-27+25j,26-10j,-24-18j,-31+10j,-4+36j,34+16j,28-26j,-8-31j,-30-15j,-30+10j,-15+31j,17+30j,34+13j,37-21j,5-44j,-19-41j,-42-15j,-40+26j,2+41j,30+23j,32-8j,17-27j,-12-34j,-29-10j,-25+18j,4+35j,31+2j,13-23j,-7-17j,-20+9j,-4+24j,-5+5j,-1+5j,4-7j,-6-10j,-15-1j,-5+15j,11+12j,11-7j,4-14j,-12-15j,-12-1j,-13+12j,4+19j,14+11j,18+4j,17-19j,-7-24j,-15-12j,-17+2j,-8+12j,4+16j,15+9j,20-6j,8-22j,-20-15j,-24+8j,2+20j,21+8j,13-18j,-12-12j
I1,-6+32j,31-5j,1-34j,-33-13j,-28+37j,20+34j,35-9j,14-30j,-16-31j,-27-6j,-23+19j,8+36j,29+17j,30-16j,20-33j,-12-31j,-33-4j,-21+21j,6+20j,24+4j,19-6j,8-16j,-5-15j,-25+1j,-15+25j,12+19j,13-9j,-3-17j,-21-5j,-12+14j,-14+15j,16+15j,17-15j,-6-33j,-36-10j,-19+32j,20+30j,37+1j,21-29j,-8-38j,-38-16j,-38+20j,-13+48j,36+37j,49+14j,49-41j,-6-63j,-49-24j,-48+27j,-10+52j,35+43j,55-4j,31-60j,-41-58j,-74+20j,2,53+17j,31-43j,-42-33j,-41+19j,19-1j,-5-16j,-17+3j,-7+15j,15+10j,15-6j,1-12j,-9-11j,-15+2j,-12+8j,-1+15j,12+6j,16+0j,11-16j,18,-18-20j,-24+5j,-6+24j,12+23j,19+6j,21-17j,-4-29j,-32-19j,-29+24j,16+40j,44-3j,8-31j,-25-15j,-15+30j,17+23j,22+4j,-1-24j,-22-4j,-15+30j,24+26j,30-12j,-4-31j,-26-15j,-25+10j,-8+26j,11+25j,27+4j,23-15j,-1-32j,-18-32j,-36-10j,-28+21j,-2+37j,25+24j,34-2j,19-27j,-8-37j,-38-16j,-41+32j,15+56j,55+5j,20-41j,-31-26j,-32+30j,10+39j,-24+15j,25+21j,28-23j,-7-35j,-41-7j,-20+42j,23+33j,31+2j,24-24j,-1-38j,-30-17j,-37+8j,-21+38j,24+44j,41+30j,41-17j,13-44j,-30-35j,-40+7j,-17+29j,7+35j,35+16j,30-20j,-1-34j,-30-19j,-26+29j,16+24j,22+4j,7-24j,-18-16j,-6-2j,-1+7j,5-1j,9-11j,-7-12j,-10+5j,2+15j,12+10j,13-5j,5-17j,-6-12j,-18-1j,-13+13j,5+21j,16+21j,22+4j,13-18j,-5-20j,-14-9j,-16+3j,-5+16j,8+14j,16+4j,19-13j,-7-27j,-21+0j,-10+14j,16+16j,16-15j,-4-19j
I1,23-18j,-23-21j,-29+7j,4+40j,43+17j,28-33j,-17-37j,-35-8j,-24+17j,-4+29j,21+27j,33+3j,18-28j,-16-35j,-29-31j,-37+5j,-18+26j,13+28j,28+8j,19-9j,7-18j,-10-18j,-19-5j,-20+14j,5+24j,24+6j,17-18j,-10-17j,-16+4j,-3+18j,-1+17j,26+3j,12-25j,-14-19j,-37+14j,-4+41j,26+26j,30-6j,17-34j,-14-41j,-38-17j,-40+17j,-14+47j,28+47j,47+28j,53-20j,11-60j,-39-42j,-52-2j,-36+39j,10+53j,50+32j,58-17j,15-64j,-60-43j,-59+43j,17+59j,48+5j,12-50j,-35-31j,-10+12j,12+10j,18-4j,-5-17j,-23-8j,-15+13j,4+14j,13+5j,14+0j,11-9j,-2-17j,-12-13j,-15-1j,-12+10j,-2+18j,12+17j,28+3j,16-18j,-3-22j,-19-17j,-28+5j,-17+25j,10+30j,36+6j,22-36j,-27-32j,-34+16j,3+30j,32+5j,15-25j,-5-27j,-17+16j,6+26j,36+7j,15-34j,-30-24j,-27+12j,-15+30j,13+24j,23+4j,25-13j,9-31j,-25-25j,-29-2j,-34+7j,-18+27j,13+34j,28+20j,32-13j,13-28j,-14-34j,-35-17j,-37+13j,-8+46j,44+32j,47-32j,-5-43j,-38-13j,-17+39j,26+33j,-4+22j,30+1j,13-25j,-21-26j,-41+10j,-10+40j,27+29j,33-2j,20-29j,-7-36j,-26-25j,-40+2j,-27+37j,12+45j,28+37j,52-2j,27-42j,-17-38j,-34-20j,-40+16j,-10+35j,17+27j,33+9j,33-28j,-12-40j,-30-5j,-18+22j,15+24j,22-9j,7-18j,8+5j,-4-6j,-9-1j,-9+12j,13+9j,13-11j,-7-15j,-14-10j,-12+6j,-1+15j,10+16j,21+5j,19-17j,-3-23j,-9-21j,-22-4j,-18+13j,-4+13j,12+16j,17-1j,13-8j,7-16j,-10-15j,-20+2j,-13+19j,13+24j,20-3j,5-14j,-16-10j,-19+10j
I1,15+29j,25-15j,-20-30j,-41-5j,-11+46j,42+28j,37-15j,1-40j,-22-23j,-36+0j,-23+27j,6+37j,34+19j,35-24j,17-31j,-16-34j,-33-4j,-20+19j,2+22j,18+14j,21-6j,9-16j,-8-18j,-24-4j,-20+21j,6+21j,22-2j,5-20j,-20-10j,-18+7j,17+6j,2-26j,-15-8j,-28+25j,12+33j,32-1j,16-34j,-11-30j,-34-14j,-28+22j,-5+41j,32+35j,50-3j,26-40j,11-53j,-43-41j,-60+10j,-25+50j,25+50j,54+11j,45-30j,3-53j,-48-35j,-66+27j,-1+72j,68+21j,28-51j,-32-40j,-43+29j,3+47j,14-12j,-10-15j,-10+14j,-3+24j,19+2j,9-21j,-4-19j,-15-1j,-14+4j,-5+16j,7+17j,19+8j,19-8j,1-20j,20,-20-14j,-24+7j,-9+23j,12+25j,26+5j,21-15j,1-28j,-26-19j,-34+16j,5+41j,42+11j,14-34j,-23-21j,-23+23j,7+31j,21-5j,-12-23j,-24+5j,5+30j,36+11j,24-30j,-16-32j,-30-8j,-20+16j,-4+24j,18+24j,30-4j,18-20j,-4-37j,-18-30j,-33-4j,-27+24j,-1+29j,26+20j,31-3j,21-24j,-4-35j,-33-27j,-41+20j,-4+53j,48+16j,35-33j,-17-38j,-39+14j,-7+39j,24+10j,2-29j,-30-14j,-33+20j,8+40j,41+7j,23-27j,-7-30j,-30-18j,-34+11j,-13+33j,12+37j,43+15j,41-24j,24-44j,-22-44j,-44-12j,-40+34j,3,30+23j,35-4j,21-34j,-16-31j,-40-6j,-26+30j,20+36j,25-7j,7-20j,-22-12j,-20+12j,-5-1j,1+5j,6+0j,-2-16j,-17-9j,-13+12j,5+17j,14+7j,11-10j,-1-15j,-9-12j,-22+2j,-11+18j,5+23j,15+17j,20-4j,15-19j,-11-16j,-19-6j,-16+7j,-6+14j,7+15j,11+8j,15-12j,-2-20j,-20-3j,-16+10j,5+18j,16-5j,2-18j
